texto,label,emocion
me siento exhausto pero tengo mi entrenamiento en,0,tristeza
"hablo con los perros ya que siento que no pueden entender las palabras, pero pueden leer las emociones y saber cómo ser de apoyo.",2,amor
estaba tan asustado que no lo sentí cuando mis uñas se rompieron contra la impenetrable pared de hielo dejando medias lunas rojas de sangre brotando en la piel sensible.,0,tristeza
"me siento horrible cuando leo las publicaciones emocionales de alguien, especialmente cuando estaba teniendo la mía.",0,tristeza
me siento asombrado de cómo estas cosas me sucedieron,5,sorpresa
"creo que este sentimiento es de confiar en dios y, a veces es sólo apatía.",1,alegria
blog porque quiero ser obediente y me siento agobiado por mi país y esta cultura que considera aceptable el aborto,0,tristeza
me siento muy honrado y espero con ansias mi tiempo con este delantal,1,alegria
suspiré sintiéndome como si estuviera condenada a fallar en este tipo de cosas.,0,tristeza
no me sentía humillado,0,tristeza
"he estado enojado y bajo ese enojo las heridas no se han ido, pero se sienten resueltos",1,alegria
im realmente se siente escéptico acerca de los productos clinique,4,miedo
"como a cabo en tales comensales hyped sentirse satisfecho, pero no muy contento porque el hype se sentía mayor de lo que he experimentado",1,alegria
no sé por qué me siento tan inseguro de las cosas y especialmente de las personas.,4,miedo
me saqué de la manta y la cama realmente se sentía bastante sombría,0,tristeza
les presento a todos sus dictados sociales que les hacen sentir que soy rebelde hacia su autoridad.,3,enojo
soy todo acerca de conducir para caerse chico o fuera con amigos avenida q cuando te sientes totalmente emo más caerse chico y cuando te sientes musa rebelde o cuando estás en una banda de moshav goin estado de ánimo fácil cuando te sientes como beatles dancin o se siente como besando a oh que le importa,3,enojo
me siento extremadamente aburrido,0,tristeza
me molestaba que me hicieran sentir como una mala persona por no contribuir posiblemente al bien común y a las ganancias de algún fabricante de equipos no especificado.,0,tristeza
siento que toda esta cocina libre de alérgenos me está haciendo mucho mejor preparada para la navidad porque ahora tengo recetas que acomodarán todas las restricciones de mi familia.,1,alegria
creo que todavía me siento tierno,2,amor
en una noche oscura sentí que había varias personas cerca de mí y no sabía quiénes eran.,4,miedo
"nunca sería capaz de sentir como lo hago hoy, animada por una sensación de paz y calma que solo puede llegar a través de la esperanza.",1,alegria
tengo la sensación de que la historia de yeshubais establece todo lo que sucede en este mundo y tengo la esperanza de que todas estas cosas horribles por las que pasa traiga algún tipo de bondad.,1,alegria
"me doy cuenta de que me siento impaciente y pensando que las cosas no van lo suficientemente rápido, puedo elegir cambiar mi forma de pensar y recordarme a mí mismo que el momento de dios es perfecto.",3,enojo
me siento como si todavía estuviera mirando un lienzo en blanco pedazos de papel,0,tristeza
habría dejado ese examen sintiéndome humillado y reevaluando todo lo que sé sobre mí mismo.,0,tristeza
empiezo a sentir mis sentimientos por él cómo todavía se elevan en mi corazón como la marea sumisa que obedece a los caprichos lunares,0,tristeza
odio o amo o me siento complaciente acerca de lo que estoy trabajando,1,alegria
cuando los médicos menores regresaron al trabajo después de literas,3,enojo
"no tengo lazos para hacerme sentir infeliz por salir de casa, excepto que extrañaré mucho a jim foster.",0,tristeza
ltimamente me he sentido necesitada,0,tristeza
simplemente me siento cojo en comparación con otros bloggers,0,tristeza
me siento tranquilo por ahora,1,alegria
he estado tan ocupado que siento que tengo tiempo libre en casa,1,alegria
me siento muy frustrado porque había trabajado un largo día y sólo quería llegar a casa y tomar una ducha y comer mis bocadillos y escuchar algo de música.,3,enojo
me siento hoy como acerca de cómo me gustaron los libros cuando los leí si hiciera esta lista mañana sería diferente,2,amor
"estaba un poco demasiado nervioso para enfocarme en las caras y la sensación no era desagradable, quería poner una broma para empezar, especialmente porque involucraba al altavoz de la nota clave y pensé que era divertido.",0,tristeza
estoy inquieto me siento letárgico y sin timón,0,tristeza
me siento llamado a aparecer de una manera más fiel,2,amor
"sé que no tienes tiempo para leer un largo correo electrónico, pero realmente me siento bendecido de ser parte de tu extraordinario viaje.",2,amor
alguna vez atrás otra chica que estaba en términos con mi exnovio vino a gritarme a las doce de la medianoche fue porque ella pensó que todavía estaba interesado en el chico,3,enojo
estoy muy contento conmigo mismo,1,alegria
"estoy seguro de que no tiene idea de la forma en que realmente me siento, no solo estoy inmensamente atraído por él, sino que es inteligente y realmente podemos disfrutar de la conversación.",1,alegria
creo en ti momento que todos sentimos hasta entonces es una canción más escéptico,4,miedo
creo que merezco por una vez esta libertad me hace sentir increíble,5,sorpresa
siento que eso es tan vital para hacer de tu habitación un reflejo de quién eres porque necesitarás sentirte como en casa mientras estás fuera de casa.,1,alegria
"im que resultó ser fácil delicioso y me hizo sentir muy inteligente, ya que era capaz de hacer sándwiches y sopa de las sobras como mi madre",1,alegria
me gusta que no me siento presionado pero me gusta pasar tiempo con él,4,miedo
"tuve la sensación obstinada y ridícula y posiblemente varios giros más coloridos de la frase ya que los niños todavía estaban dormidos estaban en la punta de su lengua, pero ella se conformó con dar un suspiro y girarse para irse.",3,enojo
me siento adormecido jun nd,0,tristeza
"siento que estoy condenada a ser para siempre la chica con la que todos se acuestan, pero que nadie puede amar.",0,tristeza
me siento tan empático hacia ellos,2,amor
tengo una mala sensación de que me voy a poner muy agravado de nuevo mañana,3,enojo
me siento tan fea,0,tristeza
pregunté sintiéndome un poco débil,4,miedo
me ha encantado no sentirme apurado aquí,3,enojo
yo soy no me siento melancólica desanimada a menudo enojada,0,tristeza
"estaba luchando con el deseo de alejarme de ella no queriendo ser grosero, pero me sentía seriamente perturbado por su cercanía.",0,tristeza
me siento bastante satisfecho,1,alegria
todavía me siento como una pistola excelente a un precio fantástico,1,alegria
me quedé dormido sintiéndome contento y finalmente fui conducido de regreso a mi habitación.,1,alegria
trato de recordar esa cita cuando siento que puedo estar golpeando una pared en un maratón o incluso una carrera de entrenamiento y sé que es hora de encontrar esa canción perfecta que alimente,1,alegria
me siento muy afortunado y es agradable poder comprar algunos recursos encantadores para los más pequeños que cuido,1,alegria
no estaba sintiendo que juguetón o que borracho,1,alegria
"sé que necesita espacio para lidiar con las cosas, pero de repente me siento aún más indefenso y solo.",0,tristeza
"encontré que tener un viejo pip constantemente en el escenario era bastante perturbador, a veces reaccionaba junto con un pip joven y a veces no se movía de posición en escenas dramáticas y me dejaba sintiéndome bastante incómodo.",0,tristeza
"me siento rechazado por alguien, entonces, ¿qué parte de mí mismo estoy rechazando?",0,tristeza
me siento particularmente nostálgico por mis padres o las colinas ondulantes de virginia occidental que la mayoría de las personas que amo se concentran en nogales y morganton.,0,tristeza
me siento seguro de que este es el plan de dios para mí,1,alegria
"me sentía privado porque hicimos nuestro viaje en junio, pero todavía tenemos una escapada de fin de semana prevista para mediados de mes, así como el concierto gratuito todos los martes y algunas otras salidas al azar",0,tristeza
casi llamé a una ambulancia sentirse un poco sacudido vio el médico que me ha dado un poco de diazepam que no estoy seguro de tomar,4,miedo
me siento inspirado a hacer algunos de los regalos de navidad im regalar,1,alegria
"todavía no tengo ni idea de lo que pasa conmigo, pero ahora me siento decidido a disfrutar del día sin importar lo que pase.",1,alegria
me siento como si esto fuera un comentario tan grosero y me alegro de que t,3,enojo
me siento sacudido como si mi corazón se rompiera y no hay palabras para hablar,4,miedo
"sé que debería escribir algo, pero me siento un poco en blanco en este momento.",0,tristeza
no sé si puedo confiar en él y no sé cómo se siente al confiar en mí,1,alegria
estoy saltando los pisos uno y cuatro porque son dos de los más convencionales y francamente aburridos mapas en el juego para mí.,0,tristeza
cuando me llamaron desde greatbritain para decirme que podía ir allí,1,alegria
no solía sentirme avergonzado caminando por la gente en la piscina,0,tristeza
me siento maravilloso porque veo aku merasa luar sesgo karena kulihat la luz del amor en sus ojos,1,alegria
siento que mi vida es la película dulce hogar alabama,1,alegria
siento que solo había creado en mí un estado más gruñón en la maldad a mi alrededor.,3,enojo
siento pena por mí mismo porque alguien se burló de mi atuendo,0,tristeza
me siento avergonzado de que esperaba una última navidad porque sé que nunca querría vivir la vida ya que ahora está indefensa y débil,0,tristeza
me siento bastante la mayor parte del tiempo,1,alegria
puedo hacer todas las cosas a través de cristo que me da fuerza es un pequeño versículo encantador que repito una y otra vez cuando me siento un poco inseguro acerca de algo.,4,miedo
a menudo me siento follada de todos modos,3,enojo
siento que mis medicamentos no funcionan correctamente y idk es extraño,4,miedo
me siento tan increíblemente agradecido de mis amigos lj,1,alegria
estaba en control y ahora siento que lo he perdido,0,tristeza
"tengo que decir que cuando recibí un magnífico paquete de cuidado de la piel de therapi, la belleza de los productos me quitó el aliento, el encantador embalaje de vidrio blanco se ve de lujo, pero conserva una sensación de boticario perfecta para una marca orgánica.",1,alegria
no lo conseguiré por ella lo intenté honestamente lo hice y ella me hace sentir terrible me hace sentir como el chico malo,0,tristeza
me siento avergonzado por los demás de que algo tan pequeño los haga sentir incómodos.,0,tristeza
me siento tan horrible cuando no estoy logrando algo,0,tristeza
